Probenahmestelle;Fluss;Matrix;Gruppe;Kenngroessen;Probenahmeart;Jahr;Periode;Datum;Sonderzeichen;Wert
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1992;24;16.11.1992;;8,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1992;25;30.11.1992;;7,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1992;26;14.12.1992;;6,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;1;10.01.1993;;4,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;2;24.01.1993;;4,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;3;07.02.1993;;4,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;4;21.02.1993;;3,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;5;07.03.1993;;5,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;6;21.03.1993;;6,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;7;04.04.1993;;7,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;8;18.04.1993;;11,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;9;02.05.1993;;13,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;10;16.05.1993;;16,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;11;30.05.1993;;17,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;12;13.06.1993;;17,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;13;27.06.1993;;19,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;14;11.07.1993;;17,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;15;25.07.1993;;19,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;16;08.08.1993;;21,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;17;22.08.1993;;19,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;18;05.09.1993;;16,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;19;19.09.1993;;15,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;20;03.10.1993;;13,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;21;17.10.1993;;11,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;22;31.10.1993;;9,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;23;14.11.1993;;7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;24;28.11.1993;;5,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1993;25;12.12.1993;;5,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;2;10.01.1994;;5,13
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;3;24.01.1994;;4,68
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;4;07.02.1994;;4,76
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;5;21.02.1994;;4,12
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;6;07.03.1994;;4,79
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;7;21.03.1994;;6,34
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;8;04.04.1994;;7,59
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;9;18.04.1994;;7,19
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;10;02.05.1994;;8,95
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;11;16.05.1994;;11,89
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;12;30.05.1994;;12,58
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;13;13.06.1994;;13,28
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;14;27.06.1994;;15,44
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;15;11.07.1994;;20,78
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;16;25.07.1994;;22,07
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;17;08.08.1994;;23,99
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;18;22.08.1994;;22,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;19;05.09.1994;;20,15
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;20;19.09.1994;;17,79
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;21;03.10.1994;;15,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;22;17.10.1994;;14,13
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;23;31.10.1994;;12,47
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;24;14.11.1994;;11,45
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;25;28.11.1994;;10,52
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1994;26;12.12.1994;;9,28
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;1;26.12.1994;;5,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;2;09.01.1995;;4,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;3;23.01.1995;;5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;4;06.02.1995;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;5;20.02.1995;;5,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;6;06.03.1995;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;7;20.03.1995;;6,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;8;03.04.1995;;8,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;9;17.04.1995;;8,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;10;01.05.1995;;11,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;11;15.05.1995;;11,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;12;29.05.1995;;13,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;13;12.06.1995;;14,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;14;26.06.1995;;18,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;15;10.07.1995;;21,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;16;24.07.1995;;22,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;17;07.08.1995;;21,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;18;21.08.1995;;18,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;19;04.09.1995;;15,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;20;18.09.1995;;14,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;21;02.10.1995;;14,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;22;16.10.1995;;14,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;23;30.10.1995;;11,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;24;13.11.1995;;9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;25;27.11.1995;;7,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1995;26;11.12.1995;;5,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;1;25.12.1995;;5,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;2;08.01.1996;;4,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;3;22.01.1996;;3,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;4;05.02.1996;;3,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;5;19.02.1996;;3,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;6;04.03.1996;;4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;7;18.03.1996;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;8;01.04.1996;;6,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;9;15.04.1996;;10,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;10;29.04.1996;;12,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;11;13.05.1996;;12,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;12;27.05.1996;;15
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;13;10.06.1996;;19,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;14;24.06.1996;;17
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;15;08.07.1996;;17,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;16;22.07.1996;;20,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;17;05.08.1996;;20,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;18;19.08.1996;;19,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;19;02.09.1996;;17,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;20;16.09.1996;;14,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;21;30.09.1996;;13,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;22;14.10.1996;;12
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;23;28.10.1996;;10,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;24;11.11.1996;;8,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;25;25.11.1996;;6,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;26;09.12.1996;;5,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1996;27;23.12.1996;;4,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;1;06.01.1997;;2,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;2;20.01.1997;;3,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;3;03.02.1997;;4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;4;17.02.1997;;5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;5;03.03.1997;;6,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;6;17.03.1997;;7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;7;31.03.1997;;8,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;8;14.04.1997;;9,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;9;28.04.1997;;10
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;10;12.05.1997;;12,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;11;26.05.1997;;15,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;12;09.06.1997;;18,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;13;23.06.1997;;16,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;14;07.07.1997;;17,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;15;21.07.1997;;17,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;16;04.08.1997;;20,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;17;18.08.1997;;21,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;18;01.09.1997;;19,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;19;15.09.1997;;18,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;20;29.09.1997;;16,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;21;13.10.1997;;13,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;22;27.10.1997;;10,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;23;10.11.1997;;9,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;24;24.11.1997;;8,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;25;08.12.1997;;6,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1997;26;22.12.1997;;6,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;1;05.01.1998;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;2;19.01.1998;;4,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;3;02.02.1998;;3,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;4;16.02.1998;;5,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;5;02.03.1998;;6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;6;16.03.1998;;6,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;7;30.03.1998;;8,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;8;13.04.1998;;9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;9;27.04.1998;;11,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;10;11.05.1998;;16,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;11;25.05.1998;;17,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;12;08.06.1998;;16,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;13;22.06.1998;;19,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;14;06.07.1998;;17,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;15;20.07.1998;;20,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;16;03.08.1998;;22,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;17;17.08.1998;;20,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;18;31.08.1998;;18,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;19;14.09.1998;;14,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;20;28.09.1998;;14,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;21;12.10.1998;;13,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;22;26.10.1998;;10,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;23;09.11.1998;;8,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;24;23.11.1998;;6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;25;07.12.1998;;5,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;14K;1998;26;21.12.1998;;5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;1;04.01.1999;;5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;2;18.01.1999;;4,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;3;01.02.1999;;3,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;4;15.02.1999;;3,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;5;01.03.1999;;5,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;6;15.03.1999;;6,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;7;29.03.1999;;8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;8;12.04.1999;;8,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;9;26.04.1999;;11,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;10;10.05.1999;;13,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;11;24.05.1999;;14,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;12;07.06.1999;;15,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;13;21.06.1999;;16,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;14;05.07.1999;;18,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;15;19.07.1999;;19,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur, Mittel- oder Einzelwerte in Grad Celsius;K;1999;16;02.08.1999;;21,1
