Probenahmestelle;Fluss;Matrix;Gruppe;Kenngroessen;Probenahmeart;Jahr;Periode;Datum;Sonderzeichen;Wert
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;1;11.01.1979;;255
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;2;24.01.1979;;237
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;3;09.02.1979;;376
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;4;28.02.1979;;400
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;5;11.03.1979;;312
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;6;22.03.1979;;472
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;7;07.04.1979;;394
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;8;19.04.1979;;410
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;9;02.05.1979;;467
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;10;15.05.1979;;469
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;11;02.06.1979;;595
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;12;17.06.1979;;797
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;13;01.07.1979;;880
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;14;09.07.1979;;660
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;15;28.07.1979;;534
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;16;06.08.1979;;460
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;17;28.08.1979;;450
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;18;08.09.1979;;439
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;19;18.09.1979;;376
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;20;03.10.1979;;452
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;21;17.10.1979;;396
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;22;29.10.1979;;379
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;23;18.11.1979;;559
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;24;30.11.1979;;492
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;25;13.12.1979;;446
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1979;26;28.12.1979;;486
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;1;29.12.1980;;296
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;2;12.01.1981;;303
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;3;26.01.1981;;277
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;4;09.02.1981;;312
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;5;23.02.1981;;282
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;6;09.03.1981;;522
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;7;23.03.1981;;556
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;8;06.04.1981;;581
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;9;20.04.1981;;501
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;10;04.05.1981;;457
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;11;18.05.1981;;487
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;12;01.06.1981;;571
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;13;15.06.1981;;577
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;14;29.06.1981;;511
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;15;13.07.1981;;697
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;16;27.07.1981;;792
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;17;10.08.1981;;614
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;18;24.08.1981;;514
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;19;07.09.1981;;471
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;20;21.09.1981;;630
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;21;05.10.1981;;779
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;22;19.10.1981;;800
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;23;02.11.1981;;635
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;24;16.11.1981;;466
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;25;30.11.1981;;568
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1981;26;14.12.1981;;638
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;1;31.12.1990;;377,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;2;14.01.1991;;310,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;3;28.01.1991;;253,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;4;11.02.1991;;226,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;5;25.02.1991;;257,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;6;11.03.1991;;276,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;7;25.03.1991;;317,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;8;08.04.1991;;290,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;9;22.04.1991;;296,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;10;06.05.1991;;482,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;11;20.05.1991;;408,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;12;03.06.1991;;530,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;13;17.06.1991;;812
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;14;01.07.1991;;694,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;15;15.07.1991;;640,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;16;29.07.1991;;555
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;17;12.08.1991;;413,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;18;26.08.1991;;302,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;19;09.09.1991;;254,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;20;23.09.1991;;309,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;21;07.10.1991;;315,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;22;21.10.1991;;284,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;23;04.11.1991;;298
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;24;18.11.1991;;294
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;25;02.12.1991;;236,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1991;26;16.12.1991;;378,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;1;30.12.1991;;292,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;2;13.01.1992;;245,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;3;27.01.1992;;245,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;4;10.02.1992;;307,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;5;24.02.1992;;272,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;6;09.03.1992;;354,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;7;23.03.1992;;443,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;8;06.04.1992;;416,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;9;20.04.1992;;476,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;10;04.05.1992;;530,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;11;18.05.1992;;597
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;12;01.06.1992;;623,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;13;15.06.1992;;605,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;14;29.06.1992;;591,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;15;13.07.1992;;549,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;16;27.07.1992;;439,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;17;10.08.1992;;357,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;18;24.08.1992;;343,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;19;07.09.1992;;344,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;20;21.09.1992;;295,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;21;05.10.1992;;263,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;22;19.10.1992;;367,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;23;02.11.1992;;416,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;24;16.11.1992;;645,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;25;30.11.1992;;699,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1992;26;14.12.1992;;506,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;1;10.01.1993;;338,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;2;24.01.1993;;312,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;3;07.02.1993;;261,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;4;21.02.1993;;236,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;5;07.03.1993;;249,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;6;21.03.1993;;298
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;7;04.04.1993;;328,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;8;18.04.1993;;320,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;9;02.05.1993;;354,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;10;16.05.1993;;378,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;11;30.05.1993;;439,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;12;13.06.1993;;541,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;13;27.06.1993;;570
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;14;11.07.1993;;789,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;15;25.07.1993;;703,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;16;08.08.1993;;565,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;17;22.08.1993;;552,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;18;05.09.1993;;579
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;19;19.09.1993;;525,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;20;03.10.1993;;645,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;21;17.10.1993;;684,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;22;31.10.1993;;546,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;23;14.11.1993;;421,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;24;28.11.1993;;351,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1993;25;12.12.1993;;445,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;1;27.12.1993;;505,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;2;10.01.1994;;417,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;3;24.01.1994;;479,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;4;07.02.1994;;368,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;5;21.02.1994;;350,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;6;07.03.1994;;357
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;7;21.03.1994;;428,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;8;04.04.1994;;470
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;9;18.04.1994;;506,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;10;02.05.1994;;496,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;11;16.05.1994;;770,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;12;30.05.1994;;795,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;13;13.06.1994;;719,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;14;27.06.1994;;654,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;15;11.07.1994;;546,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;16;25.07.1994;;446,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;17;08.08.1994;;421,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;18;22.08.1994;;444,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;19;05.09.1994;;515,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;20;19.09.1994;;531,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;21;03.10.1994;;448,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;22;17.10.1994;;357,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;23;31.10.1994;;319,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;24;14.11.1994;;335,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;25;28.11.1994;;335,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1994;26;12.12.1994;;344,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;1;26.12.1994;;338
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;2;09.01.1995;;549
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;3;23.01.1995;;446
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;4;06.02.1995;;483
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;5;20.02.1995;;420
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;6;06.03.1995;;632
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;7;20.03.1995;;567
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;8;03.04.1995;;406
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;9;17.04.1995;;606
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;10;01.05.1995;;738
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;11;15.05.1995;;623
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;12;29.05.1995;;1070
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;13;12.06.1995;;880
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;14;26.06.1995;;733
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;15;10.07.1995;;660
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;16;24.07.1995;;491
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;17;07.08.1995;;474
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;18;21.08.1995;;592
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;19;04.09.1995;;565
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;20;18.09.1995;;503
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;21;02.10.1995;;359
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;22;16.10.1995;;285
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;23;30.10.1995;;266
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;24;13.11.1995;;317
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;25;27.11.1995;;276
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1995;26;11.12.1995;;395
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;1;05.01.1998;;433
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;2;19.01.1998;;379
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;3;02.02.1998;;279
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;4;13.02.1998;;236
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;5;02.03.1998;;234
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;6;16.03.1998;;379
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;7;30.03.1998;;336
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;8;14.04.1998;;340
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;9;27.04.1998;;336
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;10;11.05.1998;;394
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;11;25.05.1998;;384
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;12;08.06.1998;;390
